player_name,season,team_long_name,league
Ruben Micael,2009/2010,Atlético Nacional,Portugal Liga ZON Sagres
Wellington,2009/2010,Atlético Nacional,Portugal Liga ZON Sagres
Juliano Mineiro,2009/2010,Atlético Nacional,Portugal Liga ZON Sagres
Rafael Bracalli,2009/2010,Atlético Nacional,Portugal Liga ZON Sagres
Alex Bruno,2009/2010,Atlético Nacional,Portugal Liga ZON Sagres
Khadare Guirassy Abdou,2009/2010,Atlético Nacional,Portugal Liga ZON Sagres
Thiago Gentil,2009/2010,Atlético Nacional,Portugal Liga ZON Sagres
Nejc Pecnik,2009/2010,Atlético Nacional,Portugal Liga ZON Sagres
Clebao,2009/2010,Atlético Nacional,Portugal Liga ZON Sagres
Luis Alberto,2009/2010,Atlético Nacional,Portugal Liga ZON Sagres
Zarko Tomasevic,2009/2010,Atlético Nacional,Portugal Liga ZON Sagres
Rafik Halliche,2009/2010,Atlético Nacional,Portugal Liga ZON Sagres
Leandro Salino,2009/2010,Atlético Nacional,Portugal Liga ZON Sagres
Mateus,2009/2010,Atlético Nacional,Portugal Liga ZON Sagres
Edgar Costa,2009/2010,Atlético Nacional,Portugal Liga ZON Sagres
Diego Barcelos,2009/2010,Atlético Nacional,Portugal Liga ZON Sagres
Francois Affolter,2009/2010,BSC Young Boys,Switzerland Super League
Matar Coly,2009/2010,BSC Young Boys,Switzerland Super League
Marco Woelfli,2009/2010,BSC Young Boys,Switzerland Super League
Emiliano Ariel Dudar,2009/2010,BSC Young Boys,Switzerland Super League
David Degen,2009/2010,BSC Young Boys,Switzerland Super League
Saif Ghezal,2009/2010,BSC Young Boys,Switzerland Super League
Scott Lee Sutter,2009/2010,BSC Young Boys,Switzerland Super League
Adriano De Pierro,2009/2010,BSC Young Boys,Switzerland Super League
Henri Bienvenu Ntsama,2009/2010,BSC Young Boys,Switzerland Super League
Thierry Doubai,2009/2010,BSC Young Boys,Switzerland Super League
Xavier Hochstrasser,2009/2010,BSC Young Boys,Switzerland Super League
Aron Liechti,2009/2010,BSC Young Boys,Switzerland Super League
Seydou Doumbia,2009/2010,BSC Young Boys,Switzerland Super League
Marco Schneuwly,2009/2010,BSC Young Boys,Switzerland Super League
Isam Merdassi,2009/2010,BSC Young Boys,Switzerland Super League
Christian Schneuwly,2009/2010,BSC Young Boys,Switzerland Super League
Marc Schneider,2009/2010,BSC Young Boys,Switzerland Super League
Mario Raimondi,2009/2010,BSC Young Boys,Switzerland Super League
Hassan Lingani,2009/2010,BSC Young Boys,Switzerland Super League
Gilles Yapi,2009/2010,BSC Young Boys,Switzerland Super League
Mauro Lustrinelli,2009/2010,BSC Young Boys,Switzerland Super League
Emanuel Rivas,2009/2010,Bari,Italy Serie A
Cristian Stellini,2009/2010,Bari,Italy Serie A
Leonardo Bonucci,2009/2010,Bari,Italy Serie A
Alessandro Gazzi,2009/2010,Bari,Italy Serie A
Vitali Kutuzov,2009/2010,Bari,Italy Serie A
Pedro Kamata,2009/2010,Bari,Italy Serie A
Sergio Bernardo Almiron,2009/2010,Bari,Italy Serie A
Jean-Francois Gillet,2009/2010,Bari,Italy Serie A
Nicola Belmonte,2009/2010,Bari,Italy Serie A
Barreto,2009/2010,Bari,Italy Serie A
Riccardo Allegretti,2009/2010,Bari,Italy Serie A
Daniele De Vezze,2009/2010,Bari,Italy Serie A
Souleymane Adama Diamoutene,2009/2010,Bari,Italy Serie A
Riccardo Meggiorini,2009/2010,Bari,Italy Serie A
Salvatore Masiello,2009/2010,Bari,Italy Serie A
Alessandro Parisi,2009/2010,Bari,Italy Serie A
Jose Ignacio Castillo,2009/2010,Bari,Italy Serie A
Vladimir Koman,2009/2010,Bari,Italy Serie A
Edgar Alvarez,2009/2010,Bari,Italy Serie A
Andrea Masiello,2009/2010,Bari,Italy Serie A
Andrea Ranocchia,2009/2010,Bari,Italy Serie A
Sami Hyypiae,2009/2010,Bayer 04 Leverkusen,Germany 1. Bundesliga
Fabian Giefer,2009/2010,Bayer 04 Leverkusen,Germany 1. Bundesliga
Renato Augusto,2009/2010,Bayer 04 Leverkusen,Germany 1. Bundesliga
Burak Kaplan,2009/2010,Bayer 04 Leverkusen,Germany 1. Bundesliga
Manuel Friedrich,2009/2010,Bayer 04 Leverkusen,Germany 1. Bundesliga
Lars Bender,2009/2010,Bayer 04 Leverkusen,Germany 1. Bundesliga
Simon Rolfes,2009/2010,Bayer 04 Leverkusen,Germany 1. Bundesliga
Stefan Kiessling,2009/2010,Bayer 04 Leverkusen,Germany 1. Bundesliga
Stefan Reinartz,2009/2010,Bayer 04 Leverkusen,Germany 1. Bundesliga
Michal Kadlec,2009/2010,Bayer 04 Leverkusen,Germany 1. Bundesliga
Hans Sarpei,2009/2010,Bayer 04 Leverkusen,Germany 1. Bundesliga
Patrick Helmes,2009/2010,Bayer 04 Leverkusen,Germany 1. Bundesliga
Arturo Vidal,2009/2010,Bayer 04 Leverkusen,Germany 1. Bundesliga
Daniel Schwaab,2009/2010,Bayer 04 Leverkusen,Germany 1. Bundesliga
Rene Adler,2009/2010,Bayer 04 Leverkusen,Germany 1. Bundesliga
Tranquillo Barnetta,2009/2010,Bayer 04 Leverkusen,Germany 1. Bundesliga
Toni Kroos,2009/2010,Bayer 04 Leverkusen,Germany 1. Bundesliga
Eren Derdiyok,2009/2010,Bayer 04 Leverkusen,Germany 1. Bundesliga
Kurt van Dooren,2009/2010,Beerschot AC,Belgium Jupiler League
Dawid Janczyk,2009/2010,Beerschot AC,Belgium Jupiler League
Sherjill MacDonald,2009/2010,Beerschot AC,Belgium Jupiler League
Wim De Decker,2009/2010,Beerschot AC,Belgium Jupiler League
Faris Haroun,2009/2010,Beerschot AC,Belgium Jupiler League
Martijn Monteyne,2009/2010,Beerschot AC,Belgium Jupiler League
Tosin Dosunmu,2009/2010,Beerschot AC,Belgium Jupiler League
Victor Wanyama,2009/2010,Beerschot AC,Belgium Jupiler League
Pieterjan Monteyne,2009/2010,Beerschot AC,Belgium Jupiler League
Mark de Man,2009/2010,Beerschot AC,Belgium Jupiler League
Tomislav Pacovski,2009/2010,Beerschot AC,Belgium Jupiler League
Bart Goor,2009/2010,Beerschot AC,Belgium Jupiler League
Daniel Cruz,2009/2010,Beerschot AC,Belgium Jupiler League
Tomislav Mikulic,2009/2010,Beerschot AC,Belgium Jupiler League
Justice Wamfor,2009/2010,Beerschot AC,Belgium Jupiler League
Philippe Clement,2009/2010,Beerschot AC,Belgium Jupiler League
Roger Johnson,2009/2010,Birmingham City,England Premier League
Scott Dann,2009/2010,Birmingham City,England Premier League
Keith Fahey,2009/2010,Birmingham City,England Premier League
Franck Queudrue,2009/2010,Birmingham City,England Premier League
Cameron Jerome,2009/2010,Birmingham City,England Premier League
Liam Ridgewell,2009/2010,Birmingham City,England Premier League
Sebastian Larsson,2009/2010,Birmingham City,England Premier League
Joe Hart,2009/2010,Birmingham City,England Premier League
Maik Taylor,2009/2010,Birmingham City,England Premier League
Barry Ferguson,2009/2010,Birmingham City,England Premier League
Cristian Benitez,2009/2010,Birmingham City,England Premier League
Garry O'Connor,2009/2010,Birmingham City,England Premier League
Stuart Parnaby,2009/2010,Birmingham City,England Premier League
Craig Gardner,2009/2010,Birmingham City,England Premier League
Gregory Vignal,2009/2010,Birmingham City,England Premier League
Lee Bowyer,2009/2010,Birmingham City,England Premier League
James McFadden,2009/2010,Birmingham City,England Premier League
Teemu Tainio,2009/2010,Birmingham City,England Premier League
Stephen Carr,2009/2010,Birmingham City,England Premier League
Junior Hoilett,2009/2010,Blackburn Rovers,England Premier League
Steven Nzonzi,2009/2010,Blackburn Rovers,England Premier League
Michel Salgado,2009/2010,Blackburn Rovers,England Premier League
Lars Jacobsen,2009/2010,Blackburn Rovers,England Premier League
Vincenzo Grella,2009/2010,Blackburn Rovers,England Premier League
Nikola Kalinic,2009/2010,Blackburn Rovers,England Premier League
Jason Brown,2009/2010,Blackburn Rovers,England Premier League
Pascal Chimbonda,2009/2010,Blackburn Rovers,England Premier League
Steven Reid,2009/2010,Blackburn Rovers,England Premier League
Keith Andrews,2009/2010,Blackburn Rovers,England Premier League
Martin Olsson,2009/2010,Blackburn Rovers,England Premier League
El Hadji Diouf,2009/2010,Blackburn Rovers,England Premier League
Brett Emerton,2009/2010,Blackburn Rovers,England Premier League
Ryan Nelsen,2009/2010,Blackburn Rovers,England Premier League
Morten Gamst Pedersen,2009/2010,Blackburn Rovers,England Premier League
Christopher Samba,2009/2010,Blackburn Rovers,England Premier League
David Dunn,2009/2010,Blackburn Rovers,England Premier League
Phil Jones,2009/2010,Blackburn Rovers,England Premier League
Gael Givet,2009/2010,Blackburn Rovers,England Premier League
"Bennedict McCarthy,27",2009/2010,Blackburn Rovers,England Premier League
Jason Roberts,2009/2010,Blackburn Rovers,England Premier League
Marco Di Vaio,2009/2010,Bologna,Italy Serie A
Roberto Colombo,2009/2010,Bologna,Italy Serie A
Davide Bombardini,2009/2010,Bologna,Italy Serie A
Daniele Portanova,2009/2010,Bologna,Italy Serie A
Salvatore Lanna,2009/2010,Bologna,Italy Serie A
Gaby Mudingayi,2009/2010,Bologna,Italy Serie A
Antonio Busce,2009/2010,Bologna,Italy Serie A
Roberto Guana,2009/2010,Bologna,Italy Serie A
Adailton,2009/2010,Bologna,Italy Serie A
Andrea Raggi,2009/2010,Bologna,Italy Serie A
Marcelo Zalayeta,2009/2010,Bologna,Italy Serie A
Emiliano Viviano,2009/2010,Bologna,Italy Serie A
Henry Gimenez,2009/2010,Bologna,Italy Serie A
Rafael Santos,2009/2010,Bologna,Italy Serie A
"Luca Vigiani,22",2009/2010,Bologna,Italy Serie A
Massimo Mutarelli,2009/2010,Bologna,Italy Serie A
Vangelis Moras,2009/2010,Bologna,Italy Serie A
Francesco Modesto,2009/2010,Bologna,Italy Serie A
Federico Casarini,2009/2010,Bologna,Italy Serie A
Francesco Valiani,2009/2010,Bologna,Italy Serie A
Giacomo Tedesco,2009/2010,Bologna,Italy Serie A
Nicola Mingazzini,2009/2010,Bologna,Italy Serie A
Miguel Britos,2009/2010,Bologna,Italy Serie A
Cristian Zenoni,2009/2010,Bologna,Italy Serie A
Johan Elmander,2009/2010,Bolton Wanderers,England Premier League
Jussi Jaaskelainen,2009/2010,Bolton Wanderers,England Premier League
Gary Cahill,2009/2010,Bolton Wanderers,England Premier League
Gavin McCann,2009/2010,Bolton Wanderers,England Premier League
Matthew Taylor,2009/2010,Bolton Wanderers,England Premier League
Mark Davies,2009/2010,Bolton Wanderers,England Premier League
Jlloyd Samuel,2009/2010,Bolton Wanderers,England Premier League
Tamir Cohen,2009/2010,Bolton Wanderers,England Premier League
Fabrice Muamba,2009/2010,Bolton Wanderers,England Premier League
Kevin Davies,2009/2010,Bolton Wanderers,England Premier League
Gretar Rafn Steinsson,2009/2010,Bolton Wanderers,England Premier League
Andrew O'Brien,2009/2010,Bolton Wanderers,England Premier League
Vladimir Weiss,2009/2010,Bolton Wanderers,England Premier League
Jack Wilshere,2009/2010,Bolton Wanderers,England Premier League
Sean Davis,2009/2010,Bolton Wanderers,England Premier League
Zatyiah Knight,2009/2010,Bolton Wanderers,England Premier League
Samuel Ricketts,2009/2010,Bolton Wanderers,England Premier League
Stuart Holden,2009/2010,Bolton Wanderers,England Premier League
Paul Robinson,2009/2010,Bolton Wanderers,England Premier League
Ricardo Gardner,2009/2010,Bolton Wanderers,England Premier League
Chung-Yong Lee,2009/2010,Bolton Wanderers,England Premier League
Ivan Klasnic,2009/2010,Bolton Wanderers,England Premier League
Chris Basham,2009/2010,Bolton Wanderers,England Premier League
Dede,2009/2010,Borussia Dortmund,Germany 1. Bundesliga
Kevin Grosskreutz,2009/2010,Borussia Dortmund,Germany 1. Bundesliga
Neven Subotic,2009/2010,Borussia Dortmund,Germany 1. Bundesliga
Patrick Owomoyela,2009/2010,Borussia Dortmund,Germany 1. Bundesliga
Dimitar Rangelov,2009/2010,Borussia Dortmund,Germany 1. Bundesliga
Marc Ziegler,2009/2010,Borussia Dortmund,Germany 1. Bundesliga
Felipe Santana,2009/2010,Borussia Dortmund,Germany 1. Bundesliga
Jakub Blaszczykowski,2009/2010,Borussia Dortmund,Germany 1. Bundesliga
Lucas Barrios,2009/2010,Borussia Dortmund,Germany 1. Bundesliga
Sebastian Kehl,2009/2010,Borussia Dortmund,Germany 1. Bundesliga
Damien Le Tallec,2009/2010,Borussia Dortmund,Germany 1. Bundesliga
Mats Hummels,2009/2010,Borussia Dortmund,Germany 1. Bundesliga
Mohamed Zidan,2009/2010,Borussia Dortmund,Germany 1. Bundesliga
Nuri Sahin,2009/2010,Borussia Dortmund,Germany 1. Bundesliga
Roman Weidenfeller,2009/2010,Borussia Dortmund,Germany 1. Bundesliga
Markus Feulner,2009/2010,Borussia Dortmund,Germany 1. Bundesliga
Nelson Haedo Valdez,2009/2010,Borussia Dortmund,Germany 1. Bundesliga
Sven Bender,2009/2010,Borussia Dortmund,Germany 1. Bundesliga
Tamas Hajnal,2009/2010,Borussia Dortmund,Germany 1. Bundesliga
Marcel Schmelzer,2009/2010,Borussia Dortmund,Germany 1. Bundesliga
Tinga,2009/2010,Borussia Dortmund,Germany 1. Bundesliga
Rob Friend,2009/2010,Borussia Mönchengladbach,Germany 1. Bundesliga
Karim Matmour,2009/2010,Borussia Mönchengladbach,Germany 1. Bundesliga
Christopher Heimeroth,2009/2010,Borussia Mönchengladbach,Germany 1. Bundesliga
Jean-Sebastien Jaures,2009/2010,Borussia Mönchengladbach,Germany 1. Bundesliga
Marcel Meeuwis,2009/2010,Borussia Mönchengladbach,Germany 1. Bundesliga
Dante,2009/2010,Borussia Mönchengladbach,Germany 1. Bundesliga
Tobias Levels,2009/2010,Borussia Mönchengladbach,Germany 1. Bundesliga
Roberto Damian Colautti,2009/2010,Borussia Mönchengladbach,Germany 1. Bundesliga
Logan Bailly,2009/2010,Borussia Mönchengladbach,Germany 1. Bundesliga
Patrick Herrmann,2009/2010,Borussia Mönchengladbach,Germany 1. Bundesliga
Filip Daems,2009/2010,Borussia Mönchengladbach,Germany 1. Bundesliga
Oliver Neuville,2009/2010,Borussia Mönchengladbach,Germany 1. Bundesliga
Roel Brouwers,2009/2010,Borussia Mönchengladbach,Germany 1. Bundesliga
Thorben Marx,2009/2010,Borussia Mönchengladbach,Germany 1. Bundesliga
Moses Lamidi,2009/2010,Borussia Mönchengladbach,Germany 1. Bundesliga
Marco Reus,2009/2010,Borussia Mönchengladbach,Germany 1. Bundesliga
Michael Bradley,2009/2010,Borussia Mönchengladbach,Germany 1. Bundesliga
Tony Jantschke,2009/2010,Borussia Mönchengladbach,Germany 1. Bundesliga
Paul Stalteri,2009/2010,Borussia Mönchengladbach,Germany 1. Bundesliga
Juan Arango,2009/2010,Borussia Mönchengladbach,Germany 1. Bundesliga
Thomas Kleine,2009/2010,Borussia Mönchengladbach,Germany 1. Bundesliga
Brian Jensen,2009/2010,Burnley,England Premier League
Chris Eagles,2009/2010,Burnley,England Premier League
Michael Duff,2009/2010,Burnley,England Premier League
Chris McCann,2009/2010,Burnley,England Premier League
Tyrone Mears,2009/2010,Burnley,England Premier League
Christian Kalvenes,2009/2010,Burnley,England Premier League
Andre Bikey,2009/2010,Burnley,England Premier League
Steven Fletcher,2009/2010,Burnley,England Premier League
Wade Elliott,2009/2010,Burnley,England Premier League
Clarke Carlisle,2009/2010,Burnley,England Premier League
Leon Cort,2009/2010,Burnley,England Premier League
Jack Cork,2009/2010,Burnley,England Premier League
Robbie Blake,2009/2010,Burnley,England Premier League
Kevin McDonald,2009/2010,Burnley,England Premier League
Stephen Jordan,2009/2010,Burnley,England Premier League
Martin Paterson,2009/2010,Burnley,England Premier League
Steven Caldwell,2009/2010,Burnley,England Premier League
David Nugent,2009/2010,Burnley,England Premier League
Graham Alexander,2009/2010,Burnley,England Premier League
Jose Josetxo,2009/2010,CA Osasuna,Spain LIGA BBVA
Krisztian Vadocz,2009/2010,CA Osasuna,Spain LIGA BBVA
Masoud Shojaei,2009/2010,CA Osasuna,Spain LIGA BBVA
Carlos Reina Aranda,2009/2010,CA Osasuna,Spain LIGA BBVA
Miguel Flano,2009/2010,CA Osasuna,Spain LIGA BBVA
Javier Camunas,2009/2010,CA Osasuna,Spain LIGA BBVA
Nacho Monreal,2009/2010,CA Osasuna,Spain LIGA BBVA
Roberto Fernandez,2009/2010,CA Osasuna,Spain LIGA BBVA
Cesar Azpilicueta,2009/2010,CA Osasuna,Spain LIGA BBVA
Sergio Fernandez,2009/2010,CA Osasuna,Spain LIGA BBVA
Jon Echaide,2009/2010,CA Osasuna,Spain LIGA BBVA
Oier,2009/2010,CA Osasuna,Spain LIGA BBVA
Roversio,2009/2010,CA Osasuna,Spain LIGA BBVA
Juanfran,2009/2010,CA Osasuna,Spain LIGA BBVA
Javier Calleja,2009/2010,CA Osasuna,Spain LIGA BBVA
Javad Nekounam,2009/2010,CA Osasuna,Spain LIGA BBVA
Patxi Martinez Punal,2009/2010,CA Osasuna,Spain LIGA BBVA
Walter Pandiani,2009/2010,CA Osasuna,Spain LIGA BBVA
Hector Sanchez,2009/2010,CD Tenerife,Spain LIGA BBVA
Juanlu,2009/2010,CD Tenerife,Spain LIGA BBVA
Marc Bertran,2009/2010,CD Tenerife,Spain LIGA BBVA
Ezequiel Luna,2009/2010,CD Tenerife,Spain LIGA BBVA
Ayoze Garcia Perez,2009/2010,CD Tenerife,Spain LIGA BBVA
"Manuel Lara Martinez,26",2009/2010,CD Tenerife,Spain LIGA BBVA
Sergio Aragones,2009/2010,CD Tenerife,Spain LIGA BBVA
Mikel Alonso,2009/2010,CD Tenerife,Spain LIGA BBVA
Alejandro Alfaro,2009/2010,CD Tenerife,Spain LIGA BBVA
Aitor Nunez,2009/2010,CD Tenerife,Spain LIGA BBVA
Daniel Kome,2009/2010,CD Tenerife,Spain LIGA BBVA
Ricardo Leon,2009/2010,CD Tenerife,Spain LIGA BBVA
Pablo Sicilia,2009/2010,CD Tenerife,Spain LIGA BBVA
Carlos Lorens Bellvis,2009/2010,CD Tenerife,Spain LIGA BBVA
Roman Martinez,2009/2010,CD Tenerife,Spain LIGA BBVA
Julian Ramos Omar,2009/2010,CD Tenerife,Spain LIGA BBVA
Perez Richi,2009/2010,CD Tenerife,Spain LIGA BBVA
Vukasin Devic,2009/2010,CF Os Belenenses,Portugal Liga ZON Sagres
Giovanaz Assis,2009/2010,CF Os Belenenses,Portugal Liga ZON Sagres
Tiago Gomes,2009/2010,CF Os Belenenses,Portugal Liga ZON Sagres
Jose Ze Pedro,2009/2010,CF Os Belenenses,Portugal Liga ZON Sagres
Barge,2009/2010,CF Os Belenenses,Portugal Liga ZON Sagres
Fellipe Bastos,2009/2010,CF Os Belenenses,Portugal Liga ZON Sagres
Marcos Antonio,2009/2010,CF Os Belenenses,Portugal Liga ZON Sagres
Fredy,2009/2010,CF Os Belenenses,Portugal Liga ZON Sagres
Jean Paul Yontcha,2009/2010,CF Os Belenenses,Portugal Liga ZON Sagres
Freddy Adu,2009/2010,CF Os Belenenses,Portugal Liga ZON Sagres
Andre Almeida,2009/2010,CF Os Belenenses,Portugal Liga ZON Sagres
Candido Costa,2009/2010,CF Os Belenenses,Portugal Liga ZON Sagres
Mano,2009/2010,CF Os Belenenses,Portugal Liga ZON Sagres
Celestino,2009/2010,CF Os Belenenses,Portugal Liga ZON Sagres
Rodrigo Arroz,2009/2010,CF Os Belenenses,Portugal Liga ZON Sagres
Gabriel Gomez,2009/2010,CF Os Belenenses,Portugal Liga ZON Sagres
Bruno Vale,2009/2010,CF Os Belenenses,Portugal Liga ZON Sagres
Lima,2009/2010,CF Os Belenenses,Portugal Liga ZON Sagres
Daniel Kabir Mustafa,2009/2010,CF Os Belenenses,Portugal Liga ZON Sagres
Mourtala Diakite,2009/2010,CF Os Belenenses,Portugal Liga ZON Sagres
Claudio Pitbull,2009/2010,CS Marítimo,Portugal Liga ZON Sagres
Marcelo Boeck,2009/2010,CS Marítimo,Portugal Liga ZON Sagres
Joao Luiz,2009/2010,CS Marítimo,Portugal Liga ZON Sagres
Marcinho,2009/2010,CS Marítimo,Portugal Liga ZON Sagres
Miguelito,2009/2010,CS Marítimo,Portugal Liga ZON Sagres
Ferreira de Matos Alonso,2009/2010,CS Marítimo,Portugal Liga ZON Sagres
Marcelo Pereira Bruno,2009/2010,CS Marítimo,Portugal Liga ZON Sagres
Manu,2009/2010,CS Marítimo,Portugal Liga ZON Sagres
Paulo Jorge,2009/2010,CS Marítimo,Portugal Liga ZON Sagres
Kleber Pinheiro,2009/2010,CS Marítimo,Portugal Liga ZON Sagres
Tcho,2009/2010,CS Marítimo,Portugal Liga ZON Sagres
Roberto Sousa,2009/2010,CS Marítimo,Portugal Liga ZON Sagres
Robson,2009/2010,CS Marítimo,Portugal Liga ZON Sagres
Djalma,2009/2010,CS Marítimo,Portugal Liga ZON Sagres
Joao Guilherme,2009/2010,CS Marítimo,Portugal Liga ZON Sagres
Baba,2009/2010,CS Marítimo,Portugal Liga ZON Sagres
Takahito Soma,2009/2010,CS Marítimo,Portugal Liga ZON Sagres
Peterson Pecanha,2009/2010,CS Marítimo,Portugal Liga ZON Sagres
Briguel,2009/2010,CS Marítimo,Portugal Liga ZON Sagres
Rafael Miranda,2009/2010,CS Marítimo,Portugal Liga ZON Sagres
Andrea Cossu,2009/2010,Cagliari,Italy Serie A
Jedaias Capucho Neves,2009/2010,Cagliari,Italy Serie A
Davide Biondini,2009/2010,Cagliari,Italy Serie A
Daniele Dessena,2009/2010,Cagliari,Italy Serie A
Daniele Conti,2009/2010,Cagliari,Italy Serie A
Mauro Vigorito,2009/2010,Cagliari,Italy Serie A
Diego Luis Breijo Lopez,2009/2010,Cagliari,Italy Serie A
Francesco Pisano,2009/2010,Cagliari,Italy Serie A
Alessandro Matri,2009/2010,Cagliari,Italy Serie A
Simone Barone,2009/2010,Cagliari,Italy Serie A
Michele Canini,2009/2010,Cagliari,Italy Serie A
Andrea Parola,2009/2010,Cagliari,Italy Serie A
Davide Astori,2009/2010,Cagliari,Italy Serie A
Alessandro Agostini,2009/2010,Cagliari,Italy Serie A
Radja Nainggolan,2009/2010,Cagliari,Italy Serie A
Federico Marchetti,2009/2010,Cagliari,Italy Serie A
Lorenzo Ariaudo,2009/2010,Cagliari,Italy Serie A
Michael Agazzi,2009/2010,Cagliari,Italy Serie A
Lino Marzoratti,2009/2010,Cagliari,Italy Serie A
Nene,2009/2010,Cagliari,Italy Serie A
Andrea Lazzari,2009/2010,Cagliari,Italy Serie A
Joaquin Larrivey,2009/2010,Cagliari,Italy Serie A
Marco Biagianti,2009/2010,Catania,Italy Serie A
Adrian Ricchiuti,2009/2010,Catania,Italy Serie A
Mariano Julio Izco,2009/2010,Catania,Italy Serie A
Giovanni Marchese,2009/2010,Catania,Italy Serie A
Jorge Martinez,2009/2010,Catania,Italy Serie A
Mariano Andujar,2009/2010,Catania,Italy Serie A
Maxi Lopez,2009/2010,Catania,Italy Serie A
Nicolas Federico Spolli,2009/2010,Catania,Italy Serie A
